genre,track_name,preview_url,location,filename,artist,artist_uri,album,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
alternative metal,Disciple,,./scrapes/alternative metal/Disciple.mp3,Disciple.mp3,Slayer,spotify:artist:1IQ2e1buppatiN1bxUVkrk,God Hates Us All,2001-01-01,0.252,0.994,8,-3.66,1,0.227,0.000888,0.0156,0.168,0.0767,101.02,0.252,0.994,8,-3.66,1,0.227,0.000888,0.0156,0.168,0.0767,101.02
death metal,Disciple,,./scrapes/death metal/Disciple.mp3,Disciple.mp3,Slayer,spotify:artist:1IQ2e1buppatiN1bxUVkrk,God Hates Us All,2001-01-01,0.252,0.994,8,-3.66,1,0.227,0.000888,0.0156,0.168,0.0767,101.02,0.252,0.994,8,-3.66,1,0.227,0.000888,0.0156,0.168,0.0767,101.02
hard rock,Disciple,,./scrapes/hard rock/Disciple.mp3,Disciple.mp3,Slayer,spotify:artist:1IQ2e1buppatiN1bxUVkrk,God Hates Us All,2001-01-01,0.252,0.994,8,-3.66,1,0.227,0.000888,0.0156,0.168,0.0767,101.02,0.252,0.994,8,-3.66,1,0.227,0.000888,0.0156,0.168,0.0767,101.02
metal,Disciple,,./scrapes/metal/Disciple.mp3,Disciple.mp3,Slayer,spotify:artist:1IQ2e1buppatiN1bxUVkrk,God Hates Us All,2001-01-01,0.252,0.994,8,-3.66,1,0.227,0.000888,0.0156,0.168,0.0767,101.02,0.252,0.994,8,-3.66,1,0.227,0.000888,0.0156,0.168,0.0767,101.02
nu metal,Disciple,,./scrapes/nu metal/Disciple.mp3,Disciple.mp3,Slayer,spotify:artist:1IQ2e1buppatiN1bxUVkrk,God Hates Us All,2001-01-01,0.252,0.994,8,-3.66,1,0.227,0.000888,0.0156,0.168,0.0767,101.02,0.252,0.994,8,-3.66,1,0.227,0.000888,0.0156,0.168,0.0767,101.02
old school thrash,Disciple,,./scrapes/old school thrash/Disciple.mp3,Disciple.mp3,Slayer,spotify:artist:1IQ2e1buppatiN1bxUVkrk,God Hates Us All,2001-01-01,0.252,0.994,8,-3.66,1,0.227,0.000888,0.0156,0.168,0.0767,101.02,0.252,0.994,8,-3.66,1,0.227,0.000888,0.0156,0.168,0.0767,101.02
rock,Disciple,,./scrapes/rock/Disciple.mp3,Disciple.mp3,Slayer,spotify:artist:1IQ2e1buppatiN1bxUVkrk,God Hates Us All,2001-01-01,0.252,0.994,8,-3.66,1,0.227,0.000888,0.0156,0.168,0.0767,101.02,0.252,0.994,8,-3.66,1,0.227,0.000888,0.0156,0.168,0.0767,101.02
speed metal,Disciple,,./scrapes/speed metal/Disciple.mp3,Disciple.mp3,Slayer,spotify:artist:1IQ2e1buppatiN1bxUVkrk,God Hates Us All,2001-01-01,0.252,0.994,8,-3.66,1,0.227,0.000888,0.0156,0.168,0.0767,101.02,0.252,0.994,8,-3.66,1,0.227,0.000888,0.0156,0.168,0.0767,101.02
thrash metal,Disciple,,./scrapes/thrash metal/Disciple.mp3,Disciple.mp3,Slayer,spotify:artist:1IQ2e1buppatiN1bxUVkrk,God Hates Us All,2001-01-01,0.252,0.994,8,-3.66,1,0.227,0.000888,0.0156,0.168,0.0767,101.02,0.252,0.994,8,-3.66,1,0.227,0.000888,0.0156,0.168,0.0767,101.02
alternative metal,Flying whales,https://p.scdn.co/mp3-preview/abc838fdc0c3f8f3d70e2ffb5f57a2ecae6af8dd?cid=b82fb22d072d4120850c99225ff01644,./scrapes/alternative metal/Flying whales.mp3,Flying whales.mp3,Gojira,spotify:artist:0GDGKpJFhVpcjIGF8N6Ewt,From mars to sirius,2005-09-07,0.267,0.924,7,-3.755,0,0.0818,0.000237,0.0362,0.19,0.209,95.431,0.267,0.924,7,-3.755,0,0.0818,0.000237,0.0362,0.19,0.209,95.431
french death metal,Flying whales,https://p.scdn.co/mp3-preview/abc838fdc0c3f8f3d70e2ffb5f57a2ecae6af8dd?cid=b82fb22d072d4120850c99225ff01644,./scrapes/french death metal/Flying whales.mp3,Flying whales.mp3,Gojira,spotify:artist:0GDGKpJFhVpcjIGF8N6Ewt,From mars to sirius,2005-09-07,0.267,0.924,7,-3.755,0,0.0818,0.000237,0.0362,0.19,0.209,95.431,0.267,0.924,7,-3.755,0,0.0818,0.000237,0.0362,0.19,0.209,95.431
french metal,Flying whales,https://p.scdn.co/mp3-preview/abc838fdc0c3f8f3d70e2ffb5f57a2ecae6af8dd?cid=b82fb22d072d4120850c99225ff01644,./scrapes/french metal/Flying whales.mp3,Flying whales.mp3,Gojira,spotify:artist:0GDGKpJFhVpcjIGF8N6Ewt,From mars to sirius,2005-09-07,0.267,0.924,7,-3.755,0,0.0818,0.000237,0.0362,0.19,0.209,95.431,0.267,0.924,7,-3.755,0,0.0818,0.000237,0.0362,0.19,0.209,95.431
metal,Flying whales,https://p.scdn.co/mp3-preview/abc838fdc0c3f8f3d70e2ffb5f57a2ecae6af8dd?cid=b82fb22d072d4120850c99225ff01644,./scrapes/metal/Flying whales.mp3,Flying whales.mp3,Gojira,spotify:artist:0GDGKpJFhVpcjIGF8N6Ewt,From mars to sirius,2005-09-07,0.267,0.924,7,-3.755,0,0.0818,0.000237,0.0362,0.19,0.209,95.431,0.267,0.924,7,-3.755,0,0.0818,0.000237,0.0362,0.19,0.209,95.431
nu metal,Flying whales,https://p.scdn.co/mp3-preview/abc838fdc0c3f8f3d70e2ffb5f57a2ecae6af8dd?cid=b82fb22d072d4120850c99225ff01644,./scrapes/nu metal/Flying whales.mp3,Flying whales.mp3,Gojira,spotify:artist:0GDGKpJFhVpcjIGF8N6Ewt,From mars to sirius,2005-09-07,0.267,0.924,7,-3.755,0,0.0818,0.000237,0.0362,0.19,0.209,95.431,0.267,0.924,7,-3.755,0,0.0818,0.000237,0.0362,0.19,0.209,95.431
progressive groove metal,Flying whales,https://p.scdn.co/mp3-preview/abc838fdc0c3f8f3d70e2ffb5f57a2ecae6af8dd?cid=b82fb22d072d4120850c99225ff01644,./scrapes/progressive groove metal/Flying whales.mp3,Flying whales.mp3,Gojira,spotify:artist:0GDGKpJFhVpcjIGF8N6Ewt,From mars to sirius,2005-09-07,0.267,0.924,7,-3.755,0,0.0818,0.000237,0.0362,0.19,0.209,95.431,0.267,0.924,7,-3.755,0,0.0818,0.000237,0.0362,0.19,0.209,95.431
progressive metal,Flying whales,https://p.scdn.co/mp3-preview/abc838fdc0c3f8f3d70e2ffb5f57a2ecae6af8dd?cid=b82fb22d072d4120850c99225ff01644,./scrapes/progressive metal/Flying whales.mp3,Flying whales.mp3,Gojira,spotify:artist:0GDGKpJFhVpcjIGF8N6Ewt,From mars to sirius,2005-09-07,0.267,0.924,7,-3.755,0,0.0818,0.000237,0.0362,0.19,0.209,95.431,0.267,0.924,7,-3.755,0,0.0818,0.000237,0.0362,0.19,0.209,95.431
alternative metal,The Hand That Feeds,,./scrapes/alternative metal/The Hand That Feeds.mp3,The Hand That Feeds.mp3,Nine Inch Nails,spotify:artist:0X380XXQSNBYuleKzav5UO,With Teeth (Bonus Tracks),2005-05-02,0.587,0.99,0,-4.496,1,0.0783,0.0172,0.000668,0.104,0.486,127.992,0.587,0.99,0,-4.496,1,0.0783,0.0172,0.000668,0.104,0.486,127.992
alternative rock,The Hand That Feeds,,./scrapes/alternative rock/The Hand That Feeds.mp3,The Hand That Feeds.mp3,Nine Inch Nails,spotify:artist:0X380XXQSNBYuleKzav5UO,With Teeth (Bonus Tracks),2005-05-02,0.587,0.99,0,-4.496,1,0.0783,0.0172,0.000668,0.104,0.486,127.992,0.587,0.99,0,-4.496,1,0.0783,0.0172,0.000668,0.104,0.486,127.992
cyberpunk,The Hand That Feeds,,./scrapes/cyberpunk/The Hand That Feeds.mp3,The Hand That Feeds.mp3,Nine Inch Nails,spotify:artist:0X380XXQSNBYuleKzav5UO,With Teeth (Bonus Tracks),2005-05-02,0.587,0.99,0,-4.496,1,0.0783,0.0172,0.000668,0.104,0.486,127.992,0.587,0.99,0,-4.496,1,0.0783,0.0172,0.000668,0.104,0.486,127.992
electronic rock,The Hand That Feeds,,./scrapes/electronic rock/The Hand That Feeds.mp3,The Hand That Feeds.mp3,Nine Inch Nails,spotify:artist:0X380XXQSNBYuleKzav5UO,With Teeth (Bonus Tracks),2005-05-02,0.587,0.99,0,-4.496,1,0.0783,0.0172,0.000668,0.104,0.486,127.992,0.587,0.99,0,-4.496,1,0.0783,0.0172,0.000668,0.104,0.486,127.992
industrial,The Hand That Feeds,,./scrapes/industrial/The Hand That Feeds.mp3,The Hand That Feeds.mp3,Nine Inch Nails,spotify:artist:0X380XXQSNBYuleKzav5UO,With Teeth (Bonus Tracks),2005-05-02,0.587,0.99,0,-4.496,1,0.0783,0.0172,0.000668,0.104,0.486,127.992,0.587,0.99,0,-4.496,1,0.0783,0.0172,0.000668,0.104,0.486,127.992
industrial metal,The Hand That Feeds,,./scrapes/industrial metal/The Hand That Feeds.mp3,The Hand That Feeds.mp3,Nine Inch Nails,spotify:artist:0X380XXQSNBYuleKzav5UO,With Teeth (Bonus Tracks),2005-05-02,0.587,0.99,0,-4.496,1,0.0783,0.0172,0.000668,0.104,0.486,127.992,0.587,0.99,0,-4.496,1,0.0783,0.0172,0.000668,0.104,0.486,127.992
industrial rock,The Hand That Feeds,,./scrapes/industrial rock/The Hand That Feeds.mp3,The Hand That Feeds.mp3,Nine Inch Nails,spotify:artist:0X380XXQSNBYuleKzav5UO,With Teeth (Bonus Tracks),2005-05-02,0.587,0.99,0,-4.496,1,0.0783,0.0172,0.000668,0.104,0.486,127.992,0.587,0.99,0,-4.496,1,0.0783,0.0172,0.000668,0.104,0.486,127.992
nu metal,The Hand That Feeds,,./scrapes/nu metal/The Hand That Feeds.mp3,The Hand That Feeds.mp3,Nine Inch Nails,spotify:artist:0X380XXQSNBYuleKzav5UO,With Teeth (Bonus Tracks),2005-05-02,0.587,0.99,0,-4.496,1,0.0783,0.0172,0.000668,0.104,0.486,127.992,0.587,0.99,0,-4.496,1,0.0783,0.0172,0.000668,0.104,0.486,127.992
rock,The Hand That Feeds,,./scrapes/rock/The Hand That Feeds.mp3,The Hand That Feeds.mp3,Nine Inch Nails,spotify:artist:0X380XXQSNBYuleKzav5UO,With Teeth (Bonus Tracks),2005-05-02,0.587,0.99,0,-4.496,1,0.0783,0.0172,0.000668,0.104,0.486,127.992,0.587,0.99,0,-4.496,1,0.0783,0.0172,0.000668,0.104,0.486,127.992
alternative metal,Only for the Weak,,./scrapes/alternative metal/Only for the Weak.mp3,Only for the Weak.mp3,In Flames,spotify:artist:57ylwQTnFnIhJh4nu4rxCs,Clayman (Reissue 2014),2000-07-03,0.458,0.909,0,-4.414,0,0.0446,2.32e-06,0.758,0.283,0.49,105.007,0.458,0.909,0,-4.414,0,0.0446,2.32e-06,0.758,0.283,0.49,105.007
gothenburg metal,Only for the Weak,,./scrapes/gothenburg metal/Only for the Weak.mp3,Only for the Weak.mp3,In Flames,spotify:artist:57ylwQTnFnIhJh4nu4rxCs,Clayman (Reissue 2014),2000-07-03,0.458,0.909,0,-4.414,0,0.0446,2.32e-06,0.758,0.283,0.49,105.007,0.458,0.909,0,-4.414,0,0.0446,2.32e-06,0.758,0.283,0.49,105.007
melodic death metal,Only for the Weak,,./scrapes/melodic death metal/Only for the Weak.mp3,Only for the Weak.mp3,In Flames,spotify:artist:57ylwQTnFnIhJh4nu4rxCs,Clayman (Reissue 2014),2000-07-03,0.458,0.909,0,-4.414,0,0.0446,2.32e-06,0.758,0.283,0.49,105.007,0.458,0.909,0,-4.414,0,0.0446,2.32e-06,0.758,0.283,0.49,105.007
melodic metalcore,Only for the Weak,,./scrapes/melodic metalcore/Only for the Weak.mp3,Only for the Weak.mp3,In Flames,spotify:artist:57ylwQTnFnIhJh4nu4rxCs,Clayman (Reissue 2014),2000-07-03,0.458,0.909,0,-4.414,0,0.0446,2.32e-06,0.758,0.283,0.49,105.007,0.458,0.909,0,-4.414,0,0.0446,2.32e-06,0.758,0.283,0.49,105.007
metal,Only for the Weak,,./scrapes/metal/Only for the Weak.mp3,Only for the Weak.mp3,In Flames,spotify:artist:57ylwQTnFnIhJh4nu4rxCs,Clayman (Reissue 2014),2000-07-03,0.458,0.909,0,-4.414,0,0.0446,2.32e-06,0.758,0.283,0.49,105.007,0.458,0.909,0,-4.414,0,0.0446,2.32e-06,0.758,0.283,0.49,105.007
nu metal,Only for the Weak,,./scrapes/nu metal/Only for the Weak.mp3,Only for the Weak.mp3,In Flames,spotify:artist:57ylwQTnFnIhJh4nu4rxCs,Clayman (Reissue 2014),2000-07-03,0.458,0.909,0,-4.414,0,0.0446,2.32e-06,0.758,0.283,0.49,105.007,0.458,0.909,0,-4.414,0,0.0446,2.32e-06,0.758,0.283,0.49,105.007
swedish death metal,Only for the Weak,,./scrapes/swedish death metal/Only for the Weak.mp3,Only for the Weak.mp3,In Flames,spotify:artist:57ylwQTnFnIhJh4nu4rxCs,Clayman (Reissue 2014),2000-07-03,0.458,0.909,0,-4.414,0,0.0446,2.32e-06,0.758,0.283,0.49,105.007,0.458,0.909,0,-4.414,0,0.0446,2.32e-06,0.758,0.283,0.49,105.007
swedish metal,Only for the Weak,,./scrapes/swedish metal/Only for the Weak.mp3,Only for the Weak.mp3,In Flames,spotify:artist:57ylwQTnFnIhJh4nu4rxCs,Clayman (Reissue 2014),2000-07-03,0.458,0.909,0,-4.414,0,0.0446,2.32e-06,0.758,0.283,0.49,105.007,0.458,0.909,0,-4.414,0,0.0446,2.32e-06,0.758,0.283,0.49,105.007
alternative metal,Destroy Everything,https://p.scdn.co/mp3-preview/d3327b554787a9bcd6184441d5e272e946096b02?cid=b82fb22d072d4120850c99225ff01644,./scrapes/alternative metal/Destroy Everything.mp3,Destroy Everything.mp3,Hatebreed,spotify:artist:17Mb968quDHpjCkIyq30QV,Supremacy,2006-07-27,0.666,0.942,7,-3.356,1,0.0591,0.00253,0.0,0.114,0.581,110.019,0.666,0.942,7,-3.356,1,0.0591,0.00253,0.0,0.114,0.581,110.019
connecticut hardcore,Destroy Everything,https://p.scdn.co/mp3-preview/d3327b554787a9bcd6184441d5e272e946096b02?cid=b82fb22d072d4120850c99225ff01644,./scrapes/connecticut hardcore/Destroy Everything.mp3,Destroy Everything.mp3,Hatebreed,spotify:artist:17Mb968quDHpjCkIyq30QV,Supremacy,2006-07-27,0.666,0.942,7,-3.356,1,0.0591,0.00253,0.0,0.114,0.581,110.019,0.666,0.942,7,-3.356,1,0.0591,0.00253,0.0,0.114,0.581,110.019
hardcore,Destroy Everything,https://p.scdn.co/mp3-preview/d3327b554787a9bcd6184441d5e272e946096b02?cid=b82fb22d072d4120850c99225ff01644,./scrapes/hardcore/Destroy Everything.mp3,Destroy Everything.mp3,Hatebreed,spotify:artist:17Mb968quDHpjCkIyq30QV,Supremacy,2006-07-27,0.666,0.942,7,-3.356,1,0.0591,0.00253,0.0,0.114,0.581,110.019,0.666,0.942,7,-3.356,1,0.0591,0.00253,0.0,0.114,0.581,110.019
industrial metal,Destroy Everything,https://p.scdn.co/mp3-preview/d3327b554787a9bcd6184441d5e272e946096b02?cid=b82fb22d072d4120850c99225ff01644,./scrapes/industrial metal/Destroy Everything.mp3,Destroy Everything.mp3,Hatebreed,spotify:artist:17Mb968quDHpjCkIyq30QV,Supremacy,2006-07-27,0.666,0.942,7,-3.356,1,0.0591,0.00253,0.0,0.114,0.581,110.019,0.666,0.942,7,-3.356,1,0.0591,0.00253,0.0,0.114,0.581,110.019
melodic metalcore,Destroy Everything,https://p.scdn.co/mp3-preview/d3327b554787a9bcd6184441d5e272e946096b02?cid=b82fb22d072d4120850c99225ff01644,./scrapes/melodic metalcore/Destroy Everything.mp3,Destroy Everything.mp3,Hatebreed,spotify:artist:17Mb968quDHpjCkIyq30QV,Supremacy,2006-07-27,0.666,0.942,7,-3.356,1,0.0591,0.00253,0.0,0.114,0.581,110.019,0.666,0.942,7,-3.356,1,0.0591,0.00253,0.0,0.114,0.581,110.019
metalcore,Destroy Everything,https://p.scdn.co/mp3-preview/d3327b554787a9bcd6184441d5e272e946096b02?cid=b82fb22d072d4120850c99225ff01644,./scrapes/metalcore/Destroy Everything.mp3,Destroy Everything.mp3,Hatebreed,spotify:artist:17Mb968quDHpjCkIyq30QV,Supremacy,2006-07-27,0.666,0.942,7,-3.356,1,0.0591,0.00253,0.0,0.114,0.581,110.019,0.666,0.942,7,-3.356,1,0.0591,0.00253,0.0,0.114,0.581,110.019
nu metal,Destroy Everything,https://p.scdn.co/mp3-preview/d3327b554787a9bcd6184441d5e272e946096b02?cid=b82fb22d072d4120850c99225ff01644,./scrapes/nu metal/Destroy Everything.mp3,Destroy Everything.mp3,Hatebreed,spotify:artist:17Mb968quDHpjCkIyq30QV,Supremacy,2006-07-27,0.666,0.942,7,-3.356,1,0.0591,0.00253,0.0,0.114,0.581,110.019,0.666,0.942,7,-3.356,1,0.0591,0.00253,0.0,0.114,0.581,110.019
rap rock,Destroy Everything,https://p.scdn.co/mp3-preview/d3327b554787a9bcd6184441d5e272e946096b02?cid=b82fb22d072d4120850c99225ff01644,./scrapes/rap rock/Destroy Everything.mp3,Destroy Everything.mp3,Hatebreed,spotify:artist:17Mb968quDHpjCkIyq30QV,Supremacy,2006-07-27,0.666,0.942,7,-3.356,1,0.0591,0.00253,0.0,0.114,0.581,110.019,0.666,0.942,7,-3.356,1,0.0591,0.00253,0.0,0.114,0.581,110.019
alternative metal,Blood and Thunder,https://p.scdn.co/mp3-preview/214f41a401c263439f5e715b2875940fef45f7b1?cid=b82fb22d072d4120850c99225ff01644,./scrapes/alternative metal/Blood and Thunder.mp3,Blood and Thunder.mp3,Mastodon,spotify:artist:1Dvfqq39HxvCJ3GvfeIFuT,Leviathan,2004-08-31,0.364,0.935,2,-6.548,1,0.0724,8.58e-06,0.729,0.0317,0.478,92.717,0.364,0.935,2,-6.548,1,0.0724,8.58e-06,0.729,0.0317,0.478,92.717
hard rock,Blood and Thunder,https://p.scdn.co/mp3-preview/214f41a401c263439f5e715b2875940fef45f7b1?cid=b82fb22d072d4120850c99225ff01644,./scrapes/hard rock/Blood and Thunder.mp3,Blood and Thunder.mp3,Mastodon,spotify:artist:1Dvfqq39HxvCJ3GvfeIFuT,Leviathan,2004-08-31,0.364,0.935,2,-6.548,1,0.0724,8.58e-06,0.729,0.0317,0.478,92.717,0.364,0.935,2,-6.548,1,0.0724,8.58e-06,0.729,0.0317,0.478,92.717
metal,Blood and Thunder,https://p.scdn.co/mp3-preview/214f41a401c263439f5e715b2875940fef45f7b1?cid=b82fb22d072d4120850c99225ff01644,./scrapes/metal/Blood and Thunder.mp3,Blood and Thunder.mp3,Mastodon,spotify:artist:1Dvfqq39HxvCJ3GvfeIFuT,Leviathan,2004-08-31,0.364,0.935,2,-6.548,1,0.0724,8.58e-06,0.729,0.0317,0.478,92.717,0.364,0.935,2,-6.548,1,0.0724,8.58e-06,0.729,0.0317,0.478,92.717
nu metal,Blood and Thunder,https://p.scdn.co/mp3-preview/214f41a401c263439f5e715b2875940fef45f7b1?cid=b82fb22d072d4120850c99225ff01644,./scrapes/nu metal/Blood and Thunder.mp3,Blood and Thunder.mp3,Mastodon,spotify:artist:1Dvfqq39HxvCJ3GvfeIFuT,Leviathan,2004-08-31,0.364,0.935,2,-6.548,1,0.0724,8.58e-06,0.729,0.0317,0.478,92.717,0.364,0.935,2,-6.548,1,0.0724,8.58e-06,0.729,0.0317,0.478,92.717
progressive groove metal,Blood and Thunder,https://p.scdn.co/mp3-preview/214f41a401c263439f5e715b2875940fef45f7b1?cid=b82fb22d072d4120850c99225ff01644,./scrapes/progressive groove metal/Blood and Thunder.mp3,Blood and Thunder.mp3,Mastodon,spotify:artist:1Dvfqq39HxvCJ3GvfeIFuT,Leviathan,2004-08-31,0.364,0.935,2,-6.548,1,0.0724,8.58e-06,0.729,0.0317,0.478,92.717,0.364,0.935,2,-6.548,1,0.0724,8.58e-06,0.729,0.0317,0.478,92.717
progressive metal,Blood and Thunder,https://p.scdn.co/mp3-preview/214f41a401c263439f5e715b2875940fef45f7b1?cid=b82fb22d072d4120850c99225ff01644,./scrapes/progressive metal/Blood and Thunder.mp3,Blood and Thunder.mp3,Mastodon,spotify:artist:1Dvfqq39HxvCJ3GvfeIFuT,Leviathan,2004-08-31,0.364,0.935,2,-6.548,1,0.0724,8.58e-06,0.729,0.0317,0.478,92.717,0.364,0.935,2,-6.548,1,0.0724,8.58e-06,0.729,0.0317,0.478,92.717
progressive sludge,Blood and Thunder,https://p.scdn.co/mp3-preview/214f41a401c263439f5e715b2875940fef45f7b1?cid=b82fb22d072d4120850c99225ff01644,./scrapes/progressive sludge/Blood and Thunder.mp3,Blood and Thunder.mp3,Mastodon,spotify:artist:1Dvfqq39HxvCJ3GvfeIFuT,Leviathan,2004-08-31,0.364,0.935,2,-6.548,1,0.0724,8.58e-06,0.729,0.0317,0.478,92.717,0.364,0.935,2,-6.548,1,0.0724,8.58e-06,0.729,0.0317,0.478,92.717
rock,Blood and Thunder,https://p.scdn.co/mp3-preview/214f41a401c263439f5e715b2875940fef45f7b1?cid=b82fb22d072d4120850c99225ff01644,./scrapes/rock/Blood and Thunder.mp3,Blood and Thunder.mp3,Mastodon,spotify:artist:1Dvfqq39HxvCJ3GvfeIFuT,Leviathan,2004-08-31,0.364,0.935,2,-6.548,1,0.0724,8.58e-06,0.729,0.0317,0.478,92.717,0.364,0.935,2,-6.548,1,0.0724,8.58e-06,0.729,0.0317,0.478,92.717
sludge metal,Blood and Thunder,https://p.scdn.co/mp3-preview/214f41a401c263439f5e715b2875940fef45f7b1?cid=b82fb22d072d4120850c99225ff01644,./scrapes/sludge metal/Blood and Thunder.mp3,Blood and Thunder.mp3,Mastodon,spotify:artist:1Dvfqq39HxvCJ3GvfeIFuT,Leviathan,2004-08-31,0.364,0.935,2,-6.548,1,0.0724,8.58e-06,0.729,0.0317,0.478,92.717,0.364,0.935,2,-6.548,1,0.0724,8.58e-06,0.729,0.0317,0.478,92.717
stoner metal,Blood and Thunder,https://p.scdn.co/mp3-preview/214f41a401c263439f5e715b2875940fef45f7b1?cid=b82fb22d072d4120850c99225ff01644,./scrapes/stoner metal/Blood and Thunder.mp3,Blood and Thunder.mp3,Mastodon,spotify:artist:1Dvfqq39HxvCJ3GvfeIFuT,Leviathan,2004-08-31,0.364,0.935,2,-6.548,1,0.0724,8.58e-06,0.729,0.0317,0.478,92.717,0.364,0.935,2,-6.548,1,0.0724,8.58e-06,0.729,0.0317,0.478,92.717
alternative metal,Dig,https://p.scdn.co/mp3-preview/f039b1a7c2f3ebef8d0f2382dcf75b1609b49fc5?cid=b82fb22d072d4120850c99225ff01644,./scrapes/alternative metal/Dig.mp3,Dig.mp3,Mudvayne,spotify:artist:2Pfv2w8a20xzC7Dr7QXRqM,L.D. 50,2000-08-14,0.623,0.983,11,-3.548,0,0.151,9.62e-05,0.0617,0.261,0.271,134.975,0.623,0.983,11,-3.548,0,0.151,9.62e-05,0.0617,0.261,0.271,134.975
groove metal,Dig,https://p.scdn.co/mp3-preview/f039b1a7c2f3ebef8d0f2382dcf75b1609b49fc5?cid=b82fb22d072d4120850c99225ff01644,./scrapes/groove metal/Dig.mp3,Dig.mp3,Mudvayne,spotify:artist:2Pfv2w8a20xzC7Dr7QXRqM,L.D. 50,2000-08-14,0.623,0.983,11,-3.548,0,0.151,9.62e-05,0.0617,0.261,0.271,134.975,0.623,0.983,11,-3.548,0,0.151,9.62e-05,0.0617,0.261,0.271,134.975
industrial metal,Dig,https://p.scdn.co/mp3-preview/f039b1a7c2f3ebef8d0f2382dcf75b1609b49fc5?cid=b82fb22d072d4120850c99225ff01644,./scrapes/industrial metal/Dig.mp3,Dig.mp3,Mudvayne,spotify:artist:2Pfv2w8a20xzC7Dr7QXRqM,L.D. 50,2000-08-14,0.623,0.983,11,-3.548,0,0.151,9.62e-05,0.0617,0.261,0.271,134.975,0.623,0.983,11,-3.548,0,0.151,9.62e-05,0.0617,0.261,0.271,134.975
melodic metalcore,Dig,https://p.scdn.co/mp3-preview/f039b1a7c2f3ebef8d0f2382dcf75b1609b49fc5?cid=b82fb22d072d4120850c99225ff01644,./scrapes/melodic metalcore/Dig.mp3,Dig.mp3,Mudvayne,spotify:artist:2Pfv2w8a20xzC7Dr7QXRqM,L.D. 50,2000-08-14,0.623,0.983,11,-3.548,0,0.151,9.62e-05,0.0617,0.261,0.271,134.975,0.623,0.983,11,-3.548,0,0.151,9.62e-05,0.0617,0.261,0.271,134.975
nu metal,Dig,https://p.scdn.co/mp3-preview/f039b1a7c2f3ebef8d0f2382dcf75b1609b49fc5?cid=b82fb22d072d4120850c99225ff01644,./scrapes/nu metal/Dig.mp3,Dig.mp3,Mudvayne,spotify:artist:2Pfv2w8a20xzC7Dr7QXRqM,L.D. 50,2000-08-14,0.623,0.983,11,-3.548,0,0.151,9.62e-05,0.0617,0.261,0.271,134.975,0.623,0.983,11,-3.548,0,0.151,9.62e-05,0.0617,0.261,0.271,134.975
rap metal,Dig,https://p.scdn.co/mp3-preview/f039b1a7c2f3ebef8d0f2382dcf75b1609b49fc5?cid=b82fb22d072d4120850c99225ff01644,./scrapes/rap metal/Dig.mp3,Dig.mp3,Mudvayne,spotify:artist:2Pfv2w8a20xzC7Dr7QXRqM,L.D. 50,2000-08-14,0.623,0.983,11,-3.548,0,0.151,9.62e-05,0.0617,0.261,0.271,134.975,0.623,0.983,11,-3.548,0,0.151,9.62e-05,0.0617,0.261,0.271,134.975
rap rock,Dig,https://p.scdn.co/mp3-preview/f039b1a7c2f3ebef8d0f2382dcf75b1609b49fc5?cid=b82fb22d072d4120850c99225ff01644,./scrapes/rap rock/Dig.mp3,Dig.mp3,Mudvayne,spotify:artist:2Pfv2w8a20xzC7Dr7QXRqM,L.D. 50,2000-08-14,0.623,0.983,11,-3.548,0,0.151,9.62e-05,0.0617,0.261,0.271,134.975,0.623,0.983,11,-3.548,0,0.151,9.62e-05,0.0617,0.261,0.271,134.975
finnish metal,Nemo,,./scrapes/finnish metal/Nemo.mp3,Nemo.mp3,Nightwish,spotify:artist:2NPduAUeLVsfIauhRwuft1,Once,2004-06-07,0.491,0.744,3,-6.306,1,0.0351,0.000158,0.000102,0.325,0.375,125.058,0.491,0.744,3,-6.306,1,0.0351,0.000158,0.000102,0.325,0.375,125.058
finnish power metal,Nemo,,./scrapes/finnish power metal/Nemo.mp3,Nemo.mp3,Nightwish,spotify:artist:2NPduAUeLVsfIauhRwuft1,Once,2004-06-07,0.491,0.744,3,-6.306,1,0.0351,0.000158,0.000102,0.325,0.375,125.058,0.491,0.744,3,-6.306,1,0.0351,0.000158,0.000102,0.325,0.375,125.058
gothic metal,Nemo,,./scrapes/gothic metal/Nemo.mp3,Nemo.mp3,Nightwish,spotify:artist:2NPduAUeLVsfIauhRwuft1,Once,2004-06-07,0.491,0.744,3,-6.306,1,0.0351,0.000158,0.000102,0.325,0.375,125.058,0.491,0.744,3,-6.306,1,0.0351,0.000158,0.000102,0.325,0.375,125.058
gothic symphonic metal,Nemo,,./scrapes/gothic symphonic metal/Nemo.mp3,Nemo.mp3,Nightwish,spotify:artist:2NPduAUeLVsfIauhRwuft1,Once,2004-06-07,0.491,0.744,3,-6.306,1,0.0351,0.000158,0.000102,0.325,0.375,125.058,0.491,0.744,3,-6.306,1,0.0351,0.000158,0.000102,0.325,0.375,125.058
